Free Form,Job1,Job2,Job3,Score1,Score2,Score3
senior systems engineer,chief systems engineer,chief engineering manager,chief consulting engineer,0.8423479795455933,0.8221189975738525,0.8208118081092834
senior systems software developer,chief software architect,lead software analyst,chief software engineer,0.8528397679328918,0.8433973789215088,0.8283405900001526
senior talent acquisition manager,human resources talent manager,assistant managing partner,manager human resources consultant,0.8565904498100281,0.8537942171096802,0.853636622428894
senior talent acquisition partner,client success consultant,client success associate,executive assistant partner,0.8519277572631836,0.8501784801483154,0.8455724716186523
senior talent acquisition partner new york,new media account executive,new business development sales executive,new business sales director,0.7822228670120239,0.7554703950881958,0.7535843849182129
senior talent acquisition specialist,lead human resources specialist,human resources talent manager,experience specialist,0.8290642499923706,0.8198748826980591,0.8198233246803284
senior talent partner hrbp,client success associate,executive assistant partner,peer career assistant,0.8300769925117493,0.8264673948287964,0.8218704462051392
senior talent sourcer,chief talent officer,chief fellow,career assistant,0.8134783506393433,0.810154378414154,0.7980509400367737
senior tax accountant,lead tax accountant,tax staff accountant,accountant tax professional,0.8709208965301514,0.8701566457748413,0.8668196201324463
senior tax associate,tax assistant,tax professional assistant,tax accountant consultant,0.8631090521812439,0.8613969087600708,0.8557798862457275
senior teacher assistant,teacher assistant,assistant teacher,assistant teacher grader,0.8419764637947083,0.8399954438209534,0.8399151563644409
senior team lead of sizmek campaign management platform,lead account executive,account manager team lead,lead human resources business partner,0.8383475542068481,0.8292306661605835,0.8268949389457703
senior team leader of risk management and term sheet generator teams,assets protection executive team leader loss prevention assistant manager,lead contract analyst,chief executive officer team lead,0.807634711265564,0.8035463094711304,0.8010673522949219
senior technical analyst,lead technical analyst,technical analyst consultant,technical analyst,0.88885897397995,0.8726628422737122,0.8622079491615295
senior technical client success manager,client success executive,technical customer success manager,client success manager,0.90754634141922,0.8979906439781189,0.8829602003097534
senior technical consultant,chief technical advisor,technical support consultant,technical product consultant,0.8788813948631287,0.8765316605567932,0.8718712329864502
senior technical customer advocate data analyst,client technical analyst,client care technical analyst,technical customer support analyst,0.8876327276229858,0.8738782405853271,0.8639295101165771
senior technical customer success manager,technical customer success manager,customer success engineer,customer success executive,0.9386341571807861,0.8921331763267517,0.8908441662788391
senior technical recruiter,career assistant,technical graduate assistant,lead technical support specialist,0.847044825553894,0.8063209056854248,0.8040109276771545
senior technical sales consultant,technical sales consultant,salesforce technical consultant,technical sales advisor,0.9303568601608276,0.9144759774208069,0.9133933782577515
senior technical solutions engineer,chief consulting engineer,lead technical support engineer,chief engineering manager,0.854938268661499,0.8526471853256226,0.8437149524688721
senior technical staff member,technical support team manager,technical support professional,lead technical support specialist,0.8259944915771484,0.8240498304367065,0.8209718465805054
senior technical support analyst,lead technical analyst,lead technical support analyst,professional services analyst,0.8770958185195923,0.873810350894928,0.8582241535186768
senior technical support specialist,lead technical support specialist,technical support specialist,technical support expert,0.8611364960670471,0.8469065427780151,0.8450783491134644
senior technician project leader salomon smith barney,maintenance chief,chief maintenance engineer,chief of maintenance,0.7903327941894531,0.7843107581138611,0.7746289968490601
